"67-24408557","צריכה","08/07/2025","08:00",.018,0
"67-24408557","צריכה","08/07/2025","08:15",.013,0
"67-24408557","צריכה","08/07/2025","08:30",.012,0
"67-24408557","צריכה","08/07/2025","08:45",.012,0
"67-24408557","צריכה","08/07/2025","09:00",.012,0
"67-24408557","צריכה","08/07/2025","09:15",.012,0
"67-24408557","צריכה","08/07/2025","09:30",.013,0
"67-24408557","צריכה","08/07/2025","09:45",.013,0
"67-24408557","צריכה","08/07/2025","10:00",.013,0
"67-24408557","צריכה","08/07/2025","10:15",.004,0
"67-24408557","צריכה","08/07/2025","10:30",.005,0
"67-24408557","צריכה","08/07/2025","10:45",.016,0
"67-24408557","צריכה","08/07/2025","11:00",.013,0
"67-24408557","צריכה","08/07/2025","11:15",.012,0
"67-24408557","צריכה","08/07/2025","11:30",.011,0
"67-24408557","צריכה","08/07/2025","11:45",.012,0
"67-24408557","צריכה","08/07/2025","12:00",.009,0
"67-24408557","צריכה","08/07/2025","12:15",.034,0
"67-24408557","צריכה","08/07/2025","12:30",.03,0
"67-24408557","צריכה","08/07/2025","12:45",.025,0
"67-24408557","צריכה","08/07/2025","13:00",.021,0
"67-24408557","צריכה","08/07/2025","13:15",.015,0
"67-24408557","צריכה","08/07/2025","13:30",.013,0
"67-24408557","צריכה","08/07/2025","13:45",.343,0
"67-24408557","צריכה","08/07/2025","14:00",.547,0
"67-24408557","צריכה","08/07/2025","14:15",.335,0
"67-24408557","צריכה","08/07/2025","14:30",.317,0
"67-24408557","צריכה","08/07/2025","14:45",.322,0
"67-24408557","צריכה","08/07/2025","15:00",.312,0
"67-24408557","צריכה","08/07/2025","15:15",.066,0
"67-24408557","צריכה","08/07/2025","15:30",.032,0
"67-24408557","צריכה","08/07/2025","15:45",.032,0
"67-24408557","צריכה","08/07/2025","16:00",.033,0
"67-24408557","צריכה","08/07/2025","16:15",.108,0
"67-24408557","צריכה","08/07/2025","16:30",.056,0
"67-24408557","צריכה","08/07/2025","16:45",.055,0
"67-24408557","צריכה","08/07/2025","17:00",.154,0
"67-24408557","צריכה","08/07/2025","17:15",.171,0
"67-24408557","צריכה","08/07/2025","17:30",.362,0
"67-24408557","צריכה","08/07/2025","17:45",.511,0
"67-24408557","צריכה","08/07/2025","18:00",.494,0
"67-24408557","צריכה","08/07/2025","18:15",.395,0
"67-24408557","צריכה","08/07/2025","18:30",.048,0
"67-24408557","צריכה","08/07/2025","18:45",.038,0
"67-24408557","צריכה","08/07/2025","19:00",.078,0
"67-24408557","צריכה","08/07/2025","19:15",.052,0
"67-24408557","צריכה","08/07/2025","19:30",.149,0
"67-24408557","צריכה","08/07/2025","19:45",.566,0
"67-24408557","צריכה","08/07/2025","20:00",.401,0
"67-24408557","צריכה","08/07/2025","20:15",.282,0
"67-24408557","צריכה","08/07/2025","20:30",.129,0
"67-24408557","צריכה","08/07/2025","20:45",.141,0
"67-24408557","צריכה","08/07/2025","21:00",.117,0
"67-24408557","צריכה","08/07/2025","21:15",.044,0
"67-24408557","צריכה","08/07/2025","21:30",.042,0
"67-24408557","צריכה","08/07/2025","21:45",.04,0
"67-24408557","צריכה","08/07/2025","22:00",.069,0
"67-24408557","צריכה","08/07/2025","22:15",.083,0
"67-24408557","צריכה","08/07/2025","22:30",.115,0
"67-24408557","צריכה","08/07/2025","22:45",.081,0
"67-24408557","צריכה","08/07/2025","23:00",.064,0
"67-24408557","צריכה","08/07/2025","23:15",.06,0
"67-24408557","צריכה","08/07/2025","23:30",.074,0
"67-24408557","צריכה","08/07/2025","23:45",.057,0
"67-24408557","צריכה","09/07/2025","00:00",.06,0
"67-24408557","צריכה","09/07/2025","00:15",.071,0
"67-24408557","צריכה","09/07/2025","00:30",.049,0
"67-24408557","צריכה","09/07/2025","00:45",.063,0
"67-24408557","צריכה","09/07/2025","01:00",.063,0
"67-24408557","צריכה","09/07/2025","01:15",.049,0
"67-24408557","צריכה","09/07/2025","01:30",.075,0
"67-24408557","צריכה","09/07/2025","01:45",.077,0
"67-24408557","צריכה","09/07/2025","02:00",.074,0
"67-24408557","צריכה","09/07/2025","02:15",.055,0
"67-24408557","צריכה","09/07/2025","02:30",.073,0
"67-24408557","צריכה","09/07/2025","02:45",.044,0
"67-24408557","צריכה","09/07/2025","03:00",.067,0
"67-24408557","צריכה","09/07/2025","03:15",.042,0
"67-24408557","צריכה","09/07/2025","03:30",.054,0
"67-24408557","צריכה","09/07/2025","03:45",.053,0
"67-24408557","צריכה","09/07/2025","04:00",.042,0
"67-24408557","צריכה","09/07/2025","04:15",.064,0
"67-24408557","צריכה","09/07/2025","04:30",.041,0
"67-24408557","צריכה","09/07/2025","04:45",.041,0
"67-24408557","צריכה","09/07/2025","05:00",.065,0
"67-24408557","צריכה","09/07/2025","05:15",.04,0
"67-24408557","צריכה","09/07/2025","05:30",.033,0
"67-24408557","צריכה","09/07/2025","05:45",.021,0
"67-24408557","צריכה","09/07/2025","06:00",.034,0
"67-24408557","צריכה","09/07/2025","06:15",.028,0
"67-24408557","צריכה","09/07/2025","06:30",.026,0
"67-24408557","צריכה","09/07/2025","06:45",.027,0
"67-24408557","צריכה","09/07/2025","07:00",.026,0
"67-24408557","צריכה","09/07/2025","07:15",.034,0
"67-24408557","צריכה","09/07/2025","07:30",.047,0
"67-24408557","צריכה","09/07/2025","07:45",.152,0
"67-24408557","צריכה","09/07/2025","08:00",.049,0
"67-24408557","צריכה","09/07/2025","08:15",.02,0
"67-24408557","צריכה","09/07/2025","08:30",.016,0
"67-24408557","צריכה","09/07/2025","08:45",.016,0
"67-24408557","צריכה","09/07/2025","09:00",.014,0
"67-24408557","צריכה","09/07/2025","09:15",.015,0
"67-24408557","צריכה","09/07/2025","09:30",.015,0
"67-24408557","צריכה","09/07/2025","09:45",.015,0
"67-24408557","צריכה","09/07/2025","10:00",.016,0
"67-24408557","צריכה","09/07/2025","10:15",.013,0
"67-24408557","צריכה","09/07/2025","10:30",.051,0
"67-24408557","צריכה","09/07/2025","10:45",.026,0
"67-24408557","צריכה","09/07/2025","11:00",.029,0
"67-24408557","צריכה","09/07/2025","11:15",.022,0
"67-24408557","צריכה","09/07/2025","11:30",.016,0
"67-24408557","צריכה","09/07/2025","11:45",.017,0
"67-24408557","צריכה","09/07/2025","12:00",.014,0
"67-24408557","צריכה","09/07/2025","12:15",.016,0
"67-24408557","צריכה","09/07/2025","12:30",.014,0
"67-24408557","צריכה","09/07/2025","12:45",.016,0
"67-24408557","צריכה","09/07/2025","13:00",.015,0
"67-24408557","צריכה","09/07/2025","13:15",.016,0
"67-24408557","צריכה","09/07/2025","13:30",.016,0
"67-24408557","צריכה","09/07/2025","13:45",.228,0
"67-24408557","צריכה","09/07/2025","14:00",.376,0
"67-24408557","צריכה","09/07/2025","14:15",.334,0
"67-24408557","צריכה","09/07/2025","14:30",.293,0
"67-24408557","צריכה","09/07/2025","14:45",.184,0
"67-24408557","צריכה","09/07/2025","15:00",.02,0
"67-24408557","צריכה","09/07/2025","15:15",.019,0
"67-24408557","צריכה","09/07/2025","15:30",.018,0
"67-24408557","צריכה","09/07/2025","15:45",.017,0
"67-24408557","צריכה","09/07/2025","16:00",.018,0
"67-24408557","צריכה","09/07/2025","16:15",.018,0
"67-24408557","צריכה","09/07/2025","16:30",.018,0
"67-24408557","צריכה","09/07/2025","16:45",.017,0
"67-24408557","צריכה","09/07/2025","17:00",.018,0
"67-24408557","צריכה","09/07/2025","17:15",.018,0
"67-24408557","צריכה","09/07/2025","17:30",.019,0
"67-24408557","צריכה","09/07/2025","17:45",.011,0
"67-24408557","צריכה","09/07/2025","18:00",.008,0
"67-24408557","צריכה","09/07/2025","18:15",.02,0
"67-24408557","צריכה","09/07/2025","18:30",.019,0
"67-24408557","צריכה","09/07/2025","18:45",.248,0
"67-24408557","צריכה","09/07/2025","19:00",.273,0
"67-24408557","צריכה","09/07/2025","19:15",.193,0
"67-24408557","צריכה","09/07/2025","19:30",.281,0
"67-24408557","צריכה","09/07/2025","19:45",.28,0
"67-24408557","צריכה","09/07/2025","20:00",.688,0
"67-24408557","צריכה","09/07/2025","20:15",.419,0
"67-24408557","צריכה","09/07/2025","20:30",.099,0
"67-24408557","צריכה","09/07/2025","20:45",.093,0
"67-24408557","צריכה","09/07/2025","21:00",.116,0
"67-24408557","צריכה","09/07/2025","21:15",.126,0
"67-24408557","צריכה","09/07/2025","21:30",.107,0
"67-24408557","צריכה","09/07/2025","21:45",.147,0
"67-24408557","צריכה","09/07/2025","22:00",.213,0
"67-24408557","צריכה","09/07/2025","22:15",.156,0
"67-24408557","צריכה","09/07/2025","22:30",.181,0
"67-24408557","צריכה","09/07/2025","22:45",.16,0
"67-24408557","צריכה","09/07/2025","23:00",.169,0
"67-24408557","צריכה","09/07/2025","23:15",.152,0
"67-24408557","צריכה","09/07/2025","23:30",.122,0
"67-24408557","צריכה","09/07/2025","23:45",.135,0
"67-24408557","צריכה","10/07/2025","00:00",.126,0
"67-24408557","צריכה","10/07/2025","00:15",.136,0
"67-24408557","צריכה","10/07/2025","00:30",.135,0
"67-24408557","צריכה","10/07/2025","00:45",.111,0
"67-24408557","צריכה","10/07/2025","01:00",.118,0
"67-24408557","צריכה","10/07/2025","01:15",.129,0
"67-24408557","צריכה","10/07/2025","01:30",.119,0
"67-24408557","צריכה","10/07/2025","01:45",.117,0
"67-24408557","צריכה","10/07/2025","02:00",.106,0
"67-24408557","צריכה","10/07/2025","02:15",.115,0
"67-24408557","צריכה","10/07/2025","02:30",.126,0
"67-24408557","צריכה","10/07/2025","02:45",.096,0
"67-24408557","צריכה","10/07/2025","03:00",.116,0
"67-24408557","צריכה","10/07/2025","03:15",.113,0
"67-24408557","צריכה","10/07/2025","03:30",.102,0
"67-24408557","צריכה","10/07/2025","03:45",.126,0
"67-24408557","צריכה","10/07/2025","04:00",.121,0
"67-24408557","צריכה","10/07/2025","04:15",.123,0
"67-24408557","צריכה","10/07/2025","04:30",.096,0
"67-24408557","צריכה","10/07/2025","04:45",.106,0
"67-24408557","צריכה","10/07/2025","05:00",.111,0
"67-24408557","צריכה","10/07/2025","05:15",.099,0
"67-24408557","צריכה","10/07/2025","05:30",.092,0
"67-24408557","צריכה","10/07/2025","05:45",.105,0
"67-24408557","צריכה","10/07/2025","06:00",.087,0
"67-24408557","צריכה","10/07/2025","06:15",.048,0
"67-24408557","צריכה","10/07/2025","06:30",.077,0
"67-24408557","צריכה","10/07/2025","06:45",.032,0
"67-24408557","צריכה","10/07/2025","07:00",.077,0
"67-24408557","צריכה","10/07/2025","07:15",.054,0
"67-24408557","צריכה","10/07/2025","07:30",.143,0
"67-24408557","צריכה","10/07/2025","07:45",.205,0
"67-24408557","צריכה","10/07/2025","08:00",.15,0
"67-24408557","צריכה","10/07/2025","08:15",.123,0
"67-24408557","צריכה","10/07/2025","08:30",.021,0
"67-24408557","צריכה","10/07/2025","08:45",.014,0
"67-24408557","צריכה","10/07/2025","09:00",.013,0
"67-24408557","צריכה","10/07/2025","09:15",.012,0
"67-24408557","צריכה","10/07/2025","09:30",.013,0
"67-24408557","צריכה","10/07/2025","09:45",.013,0
"67-24408557","צריכה","10/07/2025","10:00",.013,0
"67-24408557","צריכה","10/07/2025","10:15",.012,0
"67-24408557","צריכה","10/07/2025","10:30",.013,0
"67-24408557","צריכה","10/07/2025","10:45",.005,0
"67-24408557","צריכה","10/07/2025","11:00",.003,0
"67-24408557","צריכה","10/07/2025","11:15",.017,0
"67-24408557","צריכה","10/07/2025","11:30",.012,0
"67-24408557","צריכה","10/07/2025","11:45",.012,0
"67-24408557","צריכה","10/07/2025","12:00",.288,0
"67-24408557","צריכה","10/07/2025","12:15",.134,0
"67-24408557","צריכה","10/07/2025","12:30",.107,0
"67-24408557","צריכה","10/07/2025","12:45",.121,0
"67-24408557","צריכה","10/07/2025","13:00",.129,0
"67-24408557","צריכה","10/07/2025","13:15",.184,0
"67-24408557","צריכה","10/07/2025","13:30",.482,0
"67-24408557","צריכה","10/07/2025","13:45",.828,0
"67-24408557","צריכה","10/07/2025","14:00",.593,0
"67-24408557","צריכה","10/07/2025","14:15",.458,0
"67-24408557","צריכה","10/07/2025","14:30",.039,0
"67-24408557","צריכה","10/07/2025","14:45",.016,0
"67-24408557","צריכה","10/07/2025","15:00",.015,0
"67-24408557","צריכה","10/07/2025","15:15",.014,0
"67-24408557","צריכה","10/07/2025","15:30",.012,0
"67-24408557","צריכה","10/07/2025","15:45",.013,0
"67-24408557","צריכה","10/07/2025","16:00",.012,0
"67-24408557","צריכה","10/07/2025","16:15",.013,0
"67-24408557","צריכה","10/07/2025","16:30",.012,0
"67-24408557","צריכה","10/07/2025","16:45",.012,0
"67-24408557","צריכה","10/07/2025","17:00",.012,0
"67-24408557","צריכה","10/07/2025","17:15",.012,0
"67-24408557","צריכה","10/07/2025","17:30",.012,0
"67-24408557","צריכה","10/07/2025","17:45",.012,0
"67-24408557","צריכה","10/07/2025","18:00",.012,0
"67-24408557","צריכה","10/07/2025","18:15",.012,0
"67-24408557","צריכה","10/07/2025","18:30",.012,0
"67-24408557","צריכה","10/07/2025","18:45",.013,0
"67-24408557","צריכה","10/07/2025","19:00",.013,0
"67-24408557","צריכה","10/07/2025","19:15",.013,0
"67-24408557","צריכה","10/07/2025","19:30",.013,0
"67-24408557","צריכה","10/07/2025","19:45",.013,0
"67-24408557","צריכה","10/07/2025","20:00",.013,0
"67-24408557","צריכה","10/07/2025","20:15",.008,0
"67-24408557","צריכה","10/07/2025","20:30",.044,0
"67-24408557","צריכה","10/07/2025","20:45",.023,0
"67-24408557","צריכה","10/07/2025","21:00",.025,0
"67-24408557","צריכה","10/07/2025","21:15",.018,0
"67-24408557","צריכה","10/07/2025","21:30",.012,0
"67-24408557","צריכה","10/07/2025","21:45",.014,0
"67-24408557","צריכה","10/07/2025","22:00",.012,0
"67-24408557","צריכה","10/07/2025","22:15",.012,0
"67-24408557","צריכה","10/07/2025","22:30",.012,0
"67-24408557","צריכה","10/07/2025","22:45",.012,0
"67-24408557","צריכה","10/07/2025","23:00",.013,0
"67-24408557","צריכה","10/07/2025","23:15",.044,0
"67-24408557","צריכה","10/07/2025","23:30",.143,0
"67-24408557","צריכה","10/07/2025","23:45",.164,0
"67-24408557","צריכה","11/07/2025","00:00",.106,0
"67-24408557","צריכה","11/07/2025","00:15",.103,0
"67-24408557","צריכה","11/07/2025","00:30",.092,0
"67-24408557","צריכה","11/07/2025","00:45",.086,0
"67-24408557","צריכה","11/07/2025","01:00",.082,0
"67-24408557","צריכה","11/07/2025","01:15",.08,0
"67-24408557","צריכה","11/07/2025","01:30",.087,0
"67-24408557","צריכה","11/07/2025","01:45",.094,0
"67-24408557","צריכה","11/07/2025","02:00",.077,0
"67-24408557","צריכה","11/07/2025","02:15",.074,0
"67-24408557","צריכה","11/07/2025","02:30",.079,0
"67-24408557","צריכה","11/07/2025","02:45",.086,0
"67-24408557","צריכה","11/07/2025","03:00",.086,0
"67-24408557","צריכה","11/07/2025","03:15",.07,0
"67-24408557","צריכה","11/07/2025","03:30",.057,0
"67-24408557","צריכה","11/07/2025","03:45",.136,0
"67-24408557","צריכה","11/07/2025","04:00",.101,0
"67-24408557","צריכה","11/07/2025","04:15",.09,0
"67-24408557","צריכה","11/07/2025","04:30",.07,0
"67-24408557","צריכה","11/07/2025","04:45",.072,0
"67-24408557","צריכה","11/07/2025","05:00",.078,0
"67-24408557","צריכה","11/07/2025","05:15",.072,0
"67-24408557","צריכה","11/07/2025","05:30",.057,0
"67-24408557","צריכה","11/07/2025","05:45",.077,0
"67-24408557","צריכה","11/07/2025","06:00",.071,0
"67-24408557","צריכה","11/07/2025","06:15",.056,0
"67-24408557","צריכה","11/07/2025","06:30",.067,0
"67-24408557","צריכה","11/07/2025","06:45",.082,0
"67-24408557","צריכה","11/07/2025","07:00",.081,0
"67-24408557","צריכה","11/07/2025","07:15",.075,0
"67-24408557","צריכה","11/07/2025","07:30",.057,0
"67-24408557","צריכה","11/07/2025","07:45",.082,0
"67-24408557","צריכה","11/07/2025","08:00",.053,0
"67-24408557","צריכה","11/07/2025","08:15",.095,0
"67-24408557","צריכה","11/07/2025","08:30",.033,0
"67-24408557","צריכה","11/07/2025","08:45",.267,0
"67-24408557","צריכה","11/07/2025","09:00",.239,0
"67-24408557","צריכה","11/07/2025","09:15",.145,0
"67-24408557","צריכה","11/07/2025","09:30",.068,0
"67-24408557","צריכה","11/07/2025","09:45",.141,0
"67-24408557","צריכה","11/07/2025","10:00",.505,0
"67-24408557","צריכה","11/07/2025","10:15",.385,0
"67-24408557","צריכה","11/07/2025","10:30",.046,0
"67-24408557","צריכה","11/07/2025","10:45",.027,0
"67-24408557","צריכה","11/07/2025","11:00",.073,0
"67-24408557","צריכה","11/07/2025","11:15",.091,0
"67-24408557","צריכה","11/07/2025","11:30",.068,0
"67-24408557","צריכה","11/07/2025","11:45",.32,0
"67-24408557","צריכה","11/07/2025","12:00",.256,0
"67-24408557","צריכה","11/07/2025","12:15",.256,0
"67-24408557","צריכה","11/07/2025","12:30",.233,0
"67-24408557","צריכה","11/07/2025","12:45",.355,0
"67-24408557","צריכה","11/07/2025","13:00",.336,0
"67-24408557","צריכה","11/07/2025","13:15",.404,0
"67-24408557","צריכה","11/07/2025","13:30",.392,0
"67-24408557","צריכה","11/07/2025","13:45",.409,0
"67-24408557","צריכה","11/07/2025","14:00",.397,0
"67-24408557","צריכה","11/07/2025","14:15",.36,0
"67-24408557","צריכה","11/07/2025","14:30",.396,0
"67-24408557","צריכה","11/07/2025","14:45",.391,0
"67-24408557","צריכה","11/07/2025","15:00",.413,0
"67-24408557","צריכה","11/07/2025","15:15",.298,0
"67-24408557","צריכה","11/07/2025","15:30",.013,0
"67-24408557","צריכה","11/07/2025","15:45",.012,0
"67-24408557","צריכה","11/07/2025","16:00",.012,0
"67-24408557","צריכה","11/07/2025","16:15",.012,0
"67-24408557","צריכה","11/07/2025","16:30",.013,0
"67-24408557","צריכה","11/07/2025","16:45",.012,0
"67-24408557","צריכה","11/07/2025","17:00",.012,0
"67-24408557","צריכה","11/07/2025","17:15",.012,0
"67-24408557","צריכה","11/07/2025","17:30",.012,0
"67-24408557","צריכה","11/07/2025","17:45",.012,0
"67-24408557","צריכה","11/07/2025","18:00",.012,0
"67-24408557","צריכה","11/07/2025","18:15",.012,0
"67-24408557","צריכה","11/07/2025","18:30",.012,0
"67-24408557","צריכה","11/07/2025","18:45",.012,0
"67-24408557","צריכה","11/07/2025","19:00",.012,0
"67-24408557","צריכה","11/07/2025","19:15",.012,0
"67-24408557","צריכה","11/07/2025","19:30",.017,0
"67-24408557","צריכה","11/07/2025","19:45",.017,0
"67-24408557","צריכה","11/07/2025","20:00",.017,0
"67-24408557","צריכה","11/07/2025","20:15",.017,0
"67-24408557","צריכה","11/07/2025","20:30",.017,0
"67-24408557","צריכה","11/07/2025","20:45",.017,0
"67-24408557","צריכה","11/07/2025","21:00",.017,0
"67-24408557","צריכה","11/07/2025","21:15",.019,0
"67-24408557","צריכה","11/07/2025","21:30",.052,0
"67-24408557","צריכה","11/07/2025","21:45",.023,0
"67-24408557","צריכה","11/07/2025","22:00",.019,0
"67-24408557","צריכה","11/07/2025","22:15",.019,0
"67-24408557","צריכה","11/07/2025","22:30",.029,0
"67-24408557","צריכה","11/07/2025","22:45",.029,0
"67-24408557","צריכה","11/07/2025","23:00",.027,0
"67-24408557","צריכה","11/07/2025","23:15",.027,0
"67-24408557","צריכה","11/07/2025","23:30",.027,0
"67-24408557","צריכה","11/07/2025","23:45",.027,0
"67-24408557","צריכה","12/07/2025","00:00",.026,0
"67-24408557","צריכה","12/07/2025","00:15",.027,0
"67-24408557","צריכה","12/07/2025","00:30",.026,0
"67-24408557","צריכה","12/07/2025","00:45",.027,0
"67-24408557","צריכה","12/07/2025","01:00",.026,0
"67-24408557","צריכה","12/07/2025","01:15",.027,0
"67-24408557","צריכה","12/07/2025","01:30",.027,0
"67-24408557","צריכה","12/07/2025","01:45",.026,0
"67-24408557","צריכה","12/07/2025","02:00",.027,0
"67-24408557","צריכה","12/07/2025","02:15",.027,0
"67-24408557","צריכה","12/07/2025","02:30",.027,0
"67-24408557","צריכה","12/07/2025","02:45",.027,0
"67-24408557","צריכה","12/07/2025","03:00",.026,0
"67-24408557","צריכה","12/07/2025","03:15",.027,0
"67-24408557","צריכה","12/07/2025","03:30",.027,0
"67-24408557","צריכה","12/07/2025","03:45",.027,0
"67-24408557","צריכה","12/07/2025","04:00",.027,0
"67-24408557","צריכה","12/07/2025","04:15",.027,0
"67-24408557","צריכה","12/07/2025","04:30",.027,0
"67-24408557","צריכה","12/07/2025","04:45",.027,0
"67-24408557","צריכה","12/07/2025","05:00",.028,0
"67-24408557","צריכה","12/07/2025","05:15",.027,0
"67-24408557","צריכה","12/07/2025","05:30",.027,0
"67-24408557","צריכה","12/07/2025","05:45",.027,0
"67-24408557","צריכה","12/07/2025","06:00",.026,0
"67-24408557","צריכה","12/07/2025","06:15",.027,0
"67-24408557","צריכה","12/07/2025","06:30",.026,0
"67-24408557","צריכה","12/07/2025","06:45",.026,0
"67-24408557","צריכה","12/07/2025","07:00",.026,0
"67-24408557","צריכה","12/07/2025","07:15",.027,0
"67-24408557","צריכה","12/07/2025","07:30",.025,0
"67-24408557","צריכה","12/07/2025","07:45",.026,0
"67-24408557","צריכה","12/07/2025","08:00",.026,0
"67-24408557","צריכה","12/07/2025","08:15",.026,0
"67-24408557","צריכה","12/07/2025","08:30",.025,0
"67-24408557","צריכה","12/07/2025","08:45",.026,0
"67-24408557","צריכה","12/07/2025","09:00",.026,0
"67-24408557","צריכה","12/07/2025","09:15",.027,0
"67-24408557","צריכה","12/07/2025","09:30",.026,0
"67-24408557","צריכה","12/07/2025","09:45",.024,0
"67-24408557","צריכה","12/07/2025","10:00",.039,0
"67-24408557","צריכה","12/07/2025","10:15",.06,0
"67-24408557","צריכה","12/07/2025","10:30",.024,0
"67-24408557","צריכה","12/07/2025","10:45",.028,0
"67-24408557","צריכה","12/07/2025","11:00",.028,0
"67-24408557","צריכה","12/07/2025","11:15",.027,0
"67-24408557","צריכה","12/07/2025","11:30",.03,0
"67-24408557","צריכה","12/07/2025","11:45",.029,0
"67-24408557","צריכה","12/07/2025","12:00",.029,0
"67-24408557","צריכה","12/07/2025","12:15",.028,0
"67-24408557","צריכה","12/07/2025","12:30",.028,0
"67-24408557","צריכה","12/07/2025","12:45",.028,0
"67-24408557","צריכה","12/07/2025","13:00",.028,0
"67-24408557","צריכה","12/07/2025","13:15",.026,0
"67-24408557","צריכה","12/07/2025","13:30",.026,0
"67-24408557","צריכה","12/07/2025","13:45",.026,0
"67-24408557","צריכה","12/07/2025","14:00",.026,0
"67-24408557","צריכה","12/07/2025","14:15",.026,0
"67-24408557","צריכה","12/07/2025","14:30",.026,0
"67-24408557","צריכה","12/07/2025","14:45",.025,0
"67-24408557","צריכה","12/07/2025","15:00",.025,0
"67-24408557","צריכה","12/07/2025","15:15",.025,0
"67-24408557","צריכה","12/07/2025","15:30",.025,0
"67-24408557","צריכה","12/07/2025","15:45",.026,0
"67-24408557","צריכה","12/07/2025","16:00",.025,0
"67-24408557","צריכה","12/07/2025","16:15",.026,0
"67-24408557","צריכה","12/07/2025","16:30",.026,0
"67-24408557","צריכה","12/07/2025","16:45",.025,0
"67-24408557","צריכה","12/07/2025","17:00",.026,0
"67-24408557","צריכה","12/07/2025","17:15",.026,0
"67-24408557","צריכה","12/07/2025","17:30",.026,0
"67-24408557","צריכה","12/07/2025","17:45",.026,0
"67-24408557","צריכה","12/07/2025","18:00",.026,0
"67-24408557","צריכה","12/07/2025","18:15",.026,0
"67-24408557","צריכה","12/07/2025","18:30",.026,0
"67-24408557","צריכה","12/07/2025","18:45",.026,0
"67-24408557","צריכה","12/07/2025","19:00",.027,0
"67-24408557","צריכה","12/07/2025","19:15",.026,0
"67-24408557","צריכה","12/07/2025","19:30",.026,0
"67-24408557","צריכה","12/07/2025","19:45",.026,0
"67-24408557","צריכה","12/07/2025","20:00",.026,0
"67-24408557","צריכה","12/07/2025","20:15",.026,0
"67-24408557","צריכה","12/07/2025","20:30",.026,0
"67-24408557","צריכה","12/07/2025","20:45",.027,0
"67-24408557","צריכה","12/07/2025","21:00",.026,0
"67-24408557","צריכה","12/07/2025","21:15",.027,0
"67-24408557","צריכה","12/07/2025","21:30",.026,0
"67-24408557","צריכה","12/07/2025","21:45",.026,0
"67-24408557","צריכה","12/07/2025","22:00",.026,0
"67-24408557","צריכה","12/07/2025","22:15",.164,0
"67-24408557","צריכה","12/07/2025","22:30",.301,0
"67-24408557","צריכה","12/07/2025","22:45",.325,0
"67-24408557","צריכה","12/07/2025","23:00",.371,0
"67-24408557","צריכה","12/07/2025","23:15",.253,0
"67-24408557","צריכה","12/07/2025","23:30",.206,0
"67-24408557","צריכה","12/07/2025","23:45",.199,0
"67-24408557","צריכה","13/07/2025","00:00",.163,0
"67-24408557","צריכה","13/07/2025","00:15",.181,0
"67-24408557","צריכה","13/07/2025","00:30",.15,0
"67-24408557","צריכה","13/07/2025","00:45",.192,0
"67-24408557","צריכה","13/07/2025","01:00",.152,0
"67-24408557","צריכה","13/07/2025","01:15",.144,0
"67-24408557","צריכה","13/07/2025","01:30",.177,0
"67-24408557","צריכה","13/07/2025","01:45",.139,0
"67-24408557","צריכה","13/07/2025","02:00",.145,0
"67-24408557","צריכה","13/07/2025","02:15",.15,0
